delivery id,order id,shop id,delivery reserved days,,order_shipVia
1040,1040,149,3,,Van
1041,1041,210,3,,Rickshaw
1042,1042,33,4,,bike
1043,1043,85,5,,Van
1044,1044,220,5,,Rickshaw
1045,1045,213,3,,bike
1046,1046,207,5,,Van
1047,1047,283,4,,Rickshaw
1048,1048,202,3,,bike
1049,1049,99,3,,Van
1050,1050,116,5,,Rickshaw
1051,1051,276,4,,bike
1052,1052,22,4,,Van
1053,1053,281,4,,Rickshaw
1054,1054,134,5,,bike
1055,1055,1,4,,Van
1056,1056,180,3,,Rickshaw
1057,1057,129,5,,bike
1058,1058,249,4,,Van
1059,1059,189,3,,Rickshaw
1060,1060,97,3,,bike
1061,1061,187,5,,Van
1062,1062,122,4,,Rickshaw
1063,1063,199,3,,bike
1064,1064,258,5,,Van
1065,1065,176,3,,Rickshaw
1066,1066,240,3,,bike
1067,1067,156,4,,Van
1068,1068,13,3,,Rickshaw
1069,1069,295,5,,bike
1070,1070,203,5,,Van
1071,1071,133,3,,Rickshaw
1072,1072,293,4,,bike
1073,1073,144,3,,Van
1074,1074,97,3,,Rickshaw
1075,1075,264,3,,bike
1076,1076,107,5,,Van
1077,1077,232,4,,Rickshaw
1078,1078,256,3,,bike
1079,1079,47,4,,Van
1080,1080,229,3,,Rickshaw
1081,1081,279,5,,bike
1082,1082,208,4,,Van
1083,1083,276,5,,Rickshaw
1084,1084,62,3,,bike
1085,1085,264,3,,Van
1086,1086,181,3,,Rickshaw
1087,1087,225,3,,bike
1088,1088,1,3,,Van
1089,1089,61,3,,Rickshaw
1090,1090,190,3,,bike
1091,1091,41,5,,Van
1092,1092,103,3,,Rickshaw
1093,1093,248,5,,bike
1094,1094,173,4,,Van
1095,1095,159,3,,Rickshaw
1096,1096,251,4,,bike
1097,1097,139,3,,Van
1098,1098,9,3,,Rickshaw
1099,1099,275,4,,bike
1100,1100,196,3,,Van
1101,1101,175,4,,Rickshaw
1102,1102,179,5,,bike
1103,1103,137,3,,Van
1104,1104,28,3,,Rickshaw
1105,1105,19,4,,bike
1106,1106,270,4,,Van
1107,1107,55,4,,Rickshaw
1108,1108,56,5,,bike
1109,1109,225,3,,Van
1110,1110,108,4,,Rickshaw
1111,1111,45,5,,bike
1112,1112,165,4,,Van
1113,1113,282,4,,Rickshaw
1114,1114,145,4,,bike
1115,1115,39,4,,Van
1116,1116,193,4,,Rickshaw
1117,1117,130,5,,bike
1118,1118,105,4,,Van
1119,1119,23,3,,Rickshaw
1120,1120,36,5,,bike
1121,1121,139,5,,Van
1122,1122,238,4,,Rickshaw
1123,1123,26,4,,bike
1124,1124,159,3,,Van
1125,1125,71,4,,Rickshaw
1126,1126,270,4,,bike
1127,1127,156,3,,Van
1128,1128,101,4,,Rickshaw
1129,1129,35,3,,bike
1130,1130,145,5,,Van
1131,1131,161,4,,Rickshaw
1132,1132,63,3,,bike
1133,1133,264,3,,Van
1134,1134,74,3,,Rickshaw
1135,1135,154,4,,bike
1136,1136,29,4,,Van
1137,1137,200,5,,Rickshaw
1138,1138,127,4,,bike
1139,1139,196,4,,Van
1140,1140,201,4,,Rickshaw
1141,1141,191,3,,bike
1142,1142,29,5,,Van
1143,1143,109,3,,Rickshaw
1144,1144,269,5,,bike
1145,1145,92,3,,Van
1146,1146,65,4,,Rickshaw
1147,1147,298,5,,bike
1148,1148,31,5,,Van
1149,1149,192,4,,Rickshaw
1150,1150,167,3,,bike
1151,1151,178,5,,Van
1152,1152,103,4,,Rickshaw
1153,1153,177,5,,bike
1154,1154,260,4,,Van
1155,1155,250,4,,Rickshaw
1156,1156,189,3,,bike
1157,1157,64,3,,Van
1158,1158,279,4,,Rickshaw
1159,1159,94,5,,bike
1160,1160,86,4,,Van
1161,1161,280,4,,Rickshaw
1162,1162,132,4,,bike
1163,1163,120,4,,Van
1164,1164,20,4,,Rickshaw
1165,1165,29,5,,bike
1166,1166,159,3,,Van
1167,1167,273,5,,Rickshaw
1168,1168,209,3,,bike
1169,1169,57,4,,Van
1170,1170,295,5,,Rickshaw
1171,1171,193,5,,bike
1172,1172,180,4,,Van
1173,1173,10,4,,Rickshaw
1174,1174,215,5,,bike
1175,1175,32,3,,Van
1176,1176,200,4,,Rickshaw
1177,1177,144,4,,bike
1178,1178,291,3,,Van
1179,1179,106,4,,Rickshaw
1180,1180,114,4,,bike
1181,1181,37,3,,Van
1182,1182,284,5,,Rickshaw
1183,1183,55,4,,bike
1184,1184,88,3,,Van
1185,1185,175,5,,Rickshaw
1186,1186,69,4,,bike
1187,1187,127,5,,Van
1188,1188,62,4,,Rickshaw
1189,1189,93,3,,bike
1190,1190,260,3,,Van
1191,1191,197,5,,Rickshaw
1192,1192,267,5,,bike
1193,1193,298,4,,Van
1194,1194,291,3,,Rickshaw
1195,1195,280,3,,bike
1196,1196,20,4,,Van
1197,1197,173,3,,Rickshaw
1198,1198,36,3,,bike
1199,1199,266,3,,Van
1200,1200,57,3,,Rickshaw
1201,1201,37,5,,bike
1202,1202,205,3,,Van
1203,1203,237,3,,Rickshaw
1204,1204,255,4,,bike
1205,1205,42,3,,Van
1206,1206,182,3,,Rickshaw
1207,1207,177,5,,bike
1208,1208,82,4,,Van
1209,1209,149,4,,Rickshaw
1210,1210,238,4,,bike
1211,1211,212,3,,Van
1212,1212,246,4,,Rickshaw
1213,1213,87,5,,bike
1214,1214,225,5,,Van
1215,1215,68,4,,Rickshaw
1216,1216,139,3,,bike
1217,1217,107,3,,Van
1218,1218,28,3,,Rickshaw
1219,1219,203,3,,bike
1220,1220,272,5,,Van
1221,1221,38,5,,Rickshaw
1222,1222,54,4,,bike
1223,1223,196,4,,Van
1224,1224,81,5,,Rickshaw
1225,1225,74,5,,bike
1226,1226,299,4,,Van
1227,1227,156,3,,Rickshaw
1228,1228,193,4,,bike
1229,1229,65,5,,Van
1230,1230,216,4,,Rickshaw
1231,1231,170,3,,bike
1232,1232,79,3,,Van
1233,1233,141,3,,Rickshaw
1234,1234,218,5,,bike
1235,1235,105,5,,Van
1236,1236,58,4,,Rickshaw
1237,1237,198,5,,bike
1238,1238,8,5,,Van
1239,1239,184,4,,Rickshaw
1240,1240,88,3,,bike
1241,1241,104,4,,Van
1242,1242,231,4,,Rickshaw
1243,1243,43,4,,bike
1244,1244,81,3,,Van
1245,1245,79,3,,Rickshaw
1246,1246,56,5,,bike
1247,1247,256,3,,Van
1248,1248,60,4,,Rickshaw
1249,1249,57,4,,bike
1250,1250,211,5,,Van
1251,1251,162,5,,Rickshaw
1252,1252,34,5,,bike
1253,1253,163,3,,Van
1254,1254,118,5,,Rickshaw
1255,1255,23,4,,bike
1256,1256,283,3,,Van
1257,1257,89,4,,Rickshaw
1258,1258,111,4,,bike
1259,1259,286,4,,Van
1260,1260,279,4,,Rickshaw
1261,1261,165,5,,bike
1262,1262,40,3,,Van
1263,1263,104,5,,Rickshaw
1264,1264,45,4,,bike
1265,1265,277,3,,Van
1266,1266,137,4,,Rickshaw
1267,1267,294,3,,bike
1268,1268,284,4,,Van
1269,1269,278,3,,Rickshaw
1270,1270,284,4,,bike
1271,1271,146,4,,Van
1272,1272,210,3,,Rickshaw
1273,1273,285,5,,bike
1274,1274,153,3,,Van
1275,1275,295,5,,Rickshaw
1276,1276,18,3,,bike
1277,1277,61,3,,Van
1278,1278,218,5,,Rickshaw
1279,1279,95,4,,bike
1280,1280,218,3,,Van
1281,1281,4,5,,Rickshaw
1282,1282,39,4,,bike
1283,1283,224,5,,Van
1284,1284,237,5,,Rickshaw
1285,1285,192,5,,bike
1286,1286,2,4,,Van
1287,1287,64,5,,Rickshaw
1288,1288,213,4,,bike
1289,1289,144,5,,Van
1290,1290,258,4,,Rickshaw
1291,1291,209,4,,bike
1292,1292,271,4,,Van
1293,1293,129,5,,Rickshaw
1294,1294,93,3,,bike
1295,1295,3,5,,Van
1296,1296,111,5,,Rickshaw
1297,1297,145,5,,bike
1298,1298,182,3,,Van
1299,1299,57,5,,Rickshaw
1300,1300,77,3,,bike
1301,1301,109,3,,Van
1302,1302,143,3,,Rickshaw
1303,1303,98,4,,bike
1304,1304,292,3,,Van
1305,1305,277,3,,Rickshaw
1306,1306,99,4,,bike
1307,1307,130,5,,Van
1308,1308,50,3,,Rickshaw
1309,1309,128,3,,bike
1310,1310,85,4,,Van
1311,1311,56,3,,Rickshaw
1312,1312,9,5,,bike
1313,1313,192,5,,Van
1314,1314,14,5,,Rickshaw
1315,1315,198,3,,bike
1316,1316,101,4,,Van
1317,1317,281,3,,Rickshaw
1318,1318,13,5,,bike
1319,1319,183,3,,Van
1320,1320,65,5,,Rickshaw
1321,1321,124,5,,bike
1322,1322,201,5,,Van
1323,1323,151,3,,Rickshaw
1324,1324,206,3,,bike
1325,1325,276,5,,Van
1326,1326,11,5,,Rickshaw
1327,1327,91,4,,bike
1328,1328,217,3,,Van
1329,1329,154,5,,Rickshaw
1330,1330,235,4,,bike
1331,1331,291,5,,Van
1332,1332,192,4,,Rickshaw
1333,1333,8,3,,bike
1334,1334,215,4,,Van
1335,1335,1,5,,Rickshaw
1336,1336,228,3,,bike
1337,1337,252,5,,Van
1338,1338,7,4,,Rickshaw
1339,1339,256,4,,bike
1340,1340,174,3,,Van
1341,1341,158,5,,Rickshaw
1342,1342,300,5,,bike
1343,1343,152,3,,Van
1344,1344,24,4,,Rickshaw
1345,1345,106,3,,bike
1346,1346,175,3,,Van
1347,1347,59,5,,Rickshaw
1348,1348,251,3,,bike
1349,1349,244,4,,Van
1350,1350,33,3,,Rickshaw
1351,1351,271,3,,bike
1352,1352,12,4,,Van
1353,1353,130,4,,Rickshaw
1354,1354,1,4,,bike
1355,1355,173,3,,Van
1356,1356,25,3,,Rickshaw
1357,1357,179,3,,bike
1358,1358,71,5,,Van
1359,1359,127,4,,Rickshaw
1360,1360,155,4,,bike
1361,1361,259,4,,Van
1362,1362,36,5,,Rickshaw
1363,1363,263,5,,bike
1364,1364,241,4,,Van
1365,1365,48,5,,Rickshaw
1366,1366,258,5,,bike
1367,1367,97,3,,Van
1368,1368,150,3,,Rickshaw
1369,1369,67,4,,bike
1370,1370,86,3,,Van
1371,1371,293,3,,Rickshaw
1372,1372,247,5,,bike
1373,1373,180,4,,Van
1374,1374,234,5,,Rickshaw
1375,1375,143,4,,bike
1376,1376,240,4,,Van
1377,1377,95,4,,Rickshaw
1378,1378,4,5,,bike
1379,1379,287,4,,Van
1380,1380,215,4,,Rickshaw
1381,1381,233,4,,bike
1382,1382,255,5,,Van
1383,1383,48,5,,Rickshaw
1384,1384,273,4,,bike
1385,1385,108,4,,Van
1386,1386,7,3,,Rickshaw
1387,1387,2,5,,bike
1388,1388,293,3,,Van
1389,1389,291,4,,Rickshaw
1390,1390,268,5,,bike
1391,1391,81,5,,Van
1392,1392,96,3,,Rickshaw
1393,1393,194,5,,bike
1394,1394,272,5,,Van
1395,1395,57,4,,Rickshaw
1396,1396,281,5,,bike
1397,1397,140,5,,Van
1398,1398,286,4,,Rickshaw
1399,1399,256,3,,bike
1400,1400,87,5,,Van
1401,1401,35,5,,Rickshaw
1402,1402,48,4,,bike
1403,1403,82,4,,Van
1404,1404,109,5,,Rickshaw
1405,1405,4,4,,bike
1406,1406,29,5,,Van
1407,1407,245,5,,Rickshaw
1408,1408,56,5,,bike
1409,1409,110,5,,Van
1410,1410,270,5,,Rickshaw
1411,1411,239,4,,bike
1412,1412,258,3,,Van
1413,1413,67,4,,Rickshaw
1414,1414,289,3,,bike
1415,1415,97,4,,Van
1416,1416,75,5,,Rickshaw
1417,1417,131,5,,bike
1418,1418,184,3,,Van
1419,1419,9,4,,Rickshaw
1420,1420,130,5,,bike
1421,1421,12,3,,Van
1422,1422,207,4,,Rickshaw
1423,1423,277,3,,bike
1424,1424,206,4,,Van
1425,1425,260,3,,Rickshaw
1426,1426,217,3,,bike
1427,1427,127,4,,Van
1428,1428,80,5,,Rickshaw
1429,1429,88,4,,bike
1430,1430,93,4,,Van
1431,1431,77,5,,Rickshaw
1432,1432,260,3,,bike
1433,1433,116,3,,Van
1434,1434,104,4,,Rickshaw
1435,1435,86,3,,bike
1436,1436,277,5,,Van
1437,1437,205,5,,Rickshaw
1438,1438,257,4,,bike
1439,1439,222,5,,Van
1440,1440,83,3,,Rickshaw
1441,1441,86,4,,bike
1442,1442,113,5,,Van
1443,1443,275,4,,Rickshaw
1444,1444,284,3,,bike
1445,1445,277,5,,Van
1446,1446,79,4,,Rickshaw
1447,1447,290,3,,bike
1448,1448,108,4,,Van
1449,1449,227,3,,Rickshaw
1450,1450,75,4,,bike
1451,1451,80,5,,Van
1452,1452,281,4,,Rickshaw
1453,1453,82,3,,bike
1454,1454,269,3,,Van
1455,1455,136,4,,Rickshaw
1456,1456,197,5,,bike
1457,1457,9,4,,Van
1458,1458,166,5,,Rickshaw
1459,1459,31,4,,bike
1460,1460,170,4,,Van
1461,1461,60,4,,Rickshaw
1462,1462,201,5,,bike
1463,1463,136,3,,Van
1464,1464,27,3,,Rickshaw
1465,1465,254,4,,bike
1466,1466,22,5,,Van
1467,1467,151,3,,Rickshaw
1468,1468,281,4,,bike
1469,1469,20,3,,Van
1470,1470,165,4,,Rickshaw
1471,1471,274,3,,bike
1472,1472,141,5,,Van
1473,1473,79,5,,Rickshaw
1474,1474,169,5,,bike
1475,1475,288,5,,Van
1476,1476,91,4,,Rickshaw
1477,1477,253,3,,bike
1478,1478,141,5,,Van
1479,1479,89,4,,Rickshaw
1480,1480,258,3,,bike
1481,1481,159,4,,Van
1482,1482,264,3,,Rickshaw
1483,1483,126,3,,bike
1484,1484,249,5,,Van
1485,1485,92,5,,Rickshaw
1486,1486,79,3,,bike
1487,1487,72,3,,Van
1488,1488,297,5,,Rickshaw
1489,1489,145,5,,bike
1490,1490,164,4,,Van
1491,1491,9,5,,Rickshaw
1492,1492,202,4,,bike
1493,1493,198,3,,Van
1494,1494,83,3,,Rickshaw
1495,1495,170,5,,bike
1496,1496,126,4,,Van
1497,1497,180,3,,Rickshaw
1498,1498,231,3,,bike
1499,1499,135,3,,Van
1500,1500,192,5,,Rickshaw
1501,1501,129,4,,bike
1502,1502,140,3,,Van
1503,1503,270,4,,Rickshaw
1504,1504,190,3,,bike
1505,1505,22,5,,Van
1506,1506,271,3,,Rickshaw
1507,1507,120,5,,bike
1508,1508,234,4,,Van
1509,1509,249,3,,Rickshaw
1510,1510,194,3,,bike
1511,1511,264,4,,Van
1512,1512,167,4,,Rickshaw
1513,1513,274,4,,bike
1514,1514,16,4,,Van
1515,1515,153,4,,Rickshaw
1516,1516,102,3,,bike
1517,1517,162,3,,Van
1518,1518,105,3,,Rickshaw
1519,1519,45,4,,bike
1520,1520,7,3,,Van
1521,1521,104,4,,Rickshaw
1522,1522,278,3,,bike
1523,1523,265,4,,Van
1524,1524,288,5,,Rickshaw
1525,1525,121,5,,bike
1526,1526,15,5,,Van
1527,1527,232,3,,Rickshaw
1528,1528,15,3,,bike
1529,1529,81,5,,Van
1530,1530,249,3,,Rickshaw
1531,1531,220,5,,bike
1532,1532,199,3,,Van
1533,1533,289,3,,Rickshaw
1534,1534,8,5,,bike
1535,1535,151,3,,Van
1536,1536,77,5,,Rickshaw
1537,1537,26,4,,bike
1538,1538,59,4,,Van
1539,1539,242,5,,Rickshaw
1540,1540,111,3,,bike
1541,1541,235,4,,Van
1542,1542,54,4,,Rickshaw
1543,1543,47,4,,bike
1544,1544,46,3,,Van
1545,1545,36,3,,Rickshaw
1546,1546,190,4,,bike
1547,1547,264,4,,Van
1548,1548,249,3,,Rickshaw
1549,1549,97,3,,bike
1550,1550,137,5,,Van
1551,1551,105,4,,Rickshaw
1552,1552,83,5,,bike
1553,1553,183,3,,Van
1554,1554,134,3,,Rickshaw
1555,1555,174,5,,bike
1556,1556,191,5,,Van
1557,1557,203,3,,Rickshaw
1558,1558,135,5,,bike
1559,1559,299,5,,Van
1560,1560,231,3,,Rickshaw
1561,1561,175,3,,bike
1562,1562,121,5,,Van
1563,1563,73,3,,Rickshaw
1564,1564,254,4,,bike
1565,1565,241,5,,Van
1566,1566,17,3,,Rickshaw
1567,1567,129,5,,bike
1568,1568,85,5,,Van
1569,1569,147,5,,Rickshaw
1570,1570,152,4,,bike
1571,1571,253,4,,Van
1572,1572,29,4,,Rickshaw
1573,1573,236,4,,bike
1574,1574,275,4,,Van
1575,1575,76,5,,Rickshaw
1576,1576,67,5,,bike
1577,1577,11,4,,Van
1578,1578,48,4,,Rickshaw
1579,1579,44,3,,bike
1580,1580,233,3,,Van
1581,1581,189,5,,Rickshaw
1582,1582,266,5,,bike
1583,1583,256,5,,Van
1584,1584,44,3,,Rickshaw
1585,1585,227,3,,bike
1586,1586,129,3,,Van
1587,1587,46,4,,Rickshaw
1588,1588,59,5,,bike
1589,1589,23,5,,Van
1590,1590,259,4,,Rickshaw
1591,1591,189,3,,bike
1592,1592,269,3,,Van
1593,1593,12,4,,Rickshaw
1594,1594,146,4,,bike
1595,1595,54,3,,Van
1596,1596,2,5,,Rickshaw
1597,1597,89,3,,bike
1598,1598,156,5,,Van
1599,1599,273,3,,Rickshaw
1600,1600,217,5,,bike
1601,1601,244,5,,Van
1602,1602,21,3,,Rickshaw
1603,1603,10,4,,bike
1604,1604,249,4,,Van
1605,1605,141,3,,Rickshaw
1606,1606,155,4,,bike
1607,1607,259,5,,Van
1608,1608,152,5,,Rickshaw
1609,1609,34,4,,bike
1610,1610,286,3,,Van
1611,1611,231,3,,Rickshaw
1612,1612,146,3,,bike
1613,1613,293,4,,Van
1614,1614,190,4,,Rickshaw
1615,1615,200,4,,bike
1616,1616,211,4,,Van
1617,1617,284,4,,Rickshaw
1618,1618,25,3,,bike
1619,1619,58,3,,Van
1620,1620,113,5,,Rickshaw
1621,1621,117,3,,bike
1622,1622,191,4,,Van
1623,1623,107,4,,Rickshaw
1624,1624,235,5,,bike
1625,1625,204,3,,Van
1626,1626,40,5,,Rickshaw
1627,1627,16,3,,bike
1628,1628,99,3,,Van
1629,1629,281,5,,Rickshaw
1630,1630,193,3,,bike
1631,1631,270,4,,Van
1632,1632,289,4,,Rickshaw
1633,1633,235,5,,bike
1634,1634,39,3,,Van
1635,1635,32,5,,Rickshaw
1636,1636,106,4,,bike
1637,1637,168,4,,Van
1638,1638,65,5,,Rickshaw
1639,1639,127,3,,bike
1640,1640,134,4,,Van
1641,1641,118,4,,Rickshaw
1642,1642,19,4,,bike
1643,1643,292,3,,Van
1644,1644,299,5,,Rickshaw
1645,1645,272,3,,bike
1646,1646,71,5,,Van
1647,1647,70,5,,Rickshaw
1648,1648,160,5,,bike
1649,1649,159,4,,Van
1650,1650,129,3,,Rickshaw
1651,1651,296,4,,bike
1652,1652,260,4,,Van
1653,1653,141,5,,Rickshaw
1654,1654,257,3,,bike
1655,1655,98,4,,Van
1656,1656,105,4,,Rickshaw
1657,1657,262,3,,bike
1658,1658,97,3,,Van
1659,1659,65,3,,Rickshaw
1660,1660,230,5,,bike
1661,1661,216,5,,Van
1662,1662,130,4,,Rickshaw
1663,1663,86,5,,bike
1664,1664,147,4,,Van
1665,1665,261,4,,Rickshaw
1666,1666,143,4,,bike
1667,1667,262,3,,Van
1668,1668,161,4,,Rickshaw
1669,1669,19,4,,bike
1670,1670,82,5,,Van
1671,1671,170,4,,Rickshaw
1672,1672,272,4,,bike
1673,1673,62,4,,Van
1674,1674,13,5,,Rickshaw
1675,1675,262,4,,bike
1676,1676,280,5,,Van
1677,1677,117,4,,Rickshaw
1678,1678,194,5,,bike
1679,1679,265,3,,Van
1680,1680,161,3,,Rickshaw
1681,1681,279,4,,bike
1682,1682,49,3,,Van
1683,1683,192,5,,Rickshaw
1684,1684,226,4,,bike
1685,1685,10,4,,Van
1686,1686,285,4,,Rickshaw
1687,1687,58,5,,bike
1688,1688,95,3,,Van
1689,1689,257,3,,Rickshaw
1690,1690,217,4,,bike
1691,1691,263,3,,Van
1692,1692,83,3,,Rickshaw
1693,1693,194,3,,bike
1694,1694,213,3,,Van
1695,1695,116,5,,Rickshaw
1696,1696,175,4,,bike
1697,1697,282,3,,Van
1698,1698,136,3,,Rickshaw
1699,1699,138,5,,bike
1700,1700,240,4,,Van
1701,1701,47,5,,Rickshaw
1702,1702,268,5,,bike
1703,1703,30,3,,Van
1704,1704,187,5,,Rickshaw
1705,1705,71,3,,bike
1706,1706,124,4,,Van
1707,1707,74,3,,Rickshaw
1708,1708,123,3,,bike
1709,1709,152,5,,Van
1710,1710,216,5,,Rickshaw
1711,1711,27,3,,bike
1712,1712,284,3,,Van
1713,1713,47,5,,Rickshaw
1714,1714,151,4,,bike
1715,1715,232,5,,Van
1716,1716,280,3,,Rickshaw
1717,1717,154,5,,bike
1718,1718,287,3,,Van
1719,1719,248,3,,Rickshaw
1720,1720,290,4,,bike
1721,1721,255,3,,Van
1722,1722,38,4,,Rickshaw
1723,1723,57,4,,bike
1724,1724,183,4,,Van
1725,1725,160,3,,Rickshaw
1726,1726,3,4,,bike
1727,1727,96,3,,Van
1728,1728,185,5,,Rickshaw
1729,1729,51,5,,bike
1730,1730,62,5,,Van
1731,1731,250,5,,Rickshaw
1732,1732,70,5,,bike
1733,1733,110,4,,Van
1734,1734,155,5,,Rickshaw
1735,1735,134,3,,bike
1736,1736,239,5,,Van
1737,1737,144,3,,Rickshaw
1738,1738,213,4,,bike
1739,1739,284,5,,Van
1740,1740,151,3,,Rickshaw
1741,1741,195,3,,bike
1742,1742,29,3,,Van
1743,1743,290,5,,Rickshaw
1744,1744,276,3,,bike
1745,1745,49,4,,Van
1746,1746,135,3,,Rickshaw
1747,1747,249,3,,bike
1748,1748,164,4,,Van
1749,1749,183,4,,Rickshaw
1750,1750,195,3,,bike
1751,1751,289,3,,Van
1752,1752,33,5,,Rickshaw
1753,1753,1,4,,bike
1754,1754,50,5,,Van
1755,1755,70,4,,Rickshaw
1756,1756,30,5,,bike
1757,1757,23,5,,Van
1758,1758,275,4,,Rickshaw
1759,1759,278,5,,bike
1760,1760,147,3,,Van
1761,1761,142,3,,Rickshaw
1762,1762,66,3,,bike
1763,1763,128,4,,Van
1764,1764,163,4,,Rickshaw
1765,1765,65,3,,bike
1766,1766,275,5,,Van
1767,1767,43,5,,Rickshaw
1768,1768,72,4,,bike
1769,1769,232,3,,Van
1770,1770,107,3,,Rickshaw
1771,1771,293,5,,bike
1772,1772,87,5,,Van
1773,1773,232,4,,Rickshaw
1774,1774,58,3,,bike
1775,1775,218,5,,Van
1776,1776,244,5,,Rickshaw
1777,1777,158,5,,bike
1778,1778,264,3,,Van
1779,1779,261,5,,Rickshaw
1780,1780,136,5,,bike
1781,1781,31,4,,Van
1782,1782,281,5,,Rickshaw
1783,1783,275,4,,bike
1784,1784,145,4,,Van
1785,1785,133,4,,Rickshaw
1786,1786,11,3,,bike
1787,1787,32,5,,Van
1788,1788,66,5,,Rickshaw
1789,1789,235,4,,bike
1790,1790,113,3,,Van
1791,1791,144,3,,Rickshaw
1792,1792,236,4,,bike
1793,1793,194,4,,Van
1794,1794,24,5,,Rickshaw
1795,1795,189,4,,bike
1796,1796,171,3,,Van
1797,1797,290,5,,Rickshaw
1798,1798,243,3,,bike
1799,1799,224,3,,Van
1800,1800,204,3,,Rickshaw
1801,1801,298,3,,bike
1802,1802,78,5,,Van
1803,1803,250,3,,Rickshaw
1804,1804,269,3,,bike
1805,1805,179,5,,Van
1806,1806,269,4,,Rickshaw
1807,1807,68,3,,bike
1808,1808,199,5,,Van
1809,1809,242,3,,Rickshaw
1810,1810,231,3,,bike
1811,1811,274,5,,Van
1812,1812,80,5,,Rickshaw
1813,1813,221,5,,bike
1814,1814,76,5,,Van
1815,1815,48,4,,Rickshaw
1816,1816,13,5,,bike
1817,1817,2,4,,Van
1818,1818,264,4,,Rickshaw
1819,1819,256,3,,bike
1820,1820,26,4,,Van
1821,1821,220,3,,Rickshaw
1822,1822,224,4,,bike
1823,1823,157,3,,Van
1824,1824,27,5,,Rickshaw
1825,1825,22,5,,bike
1826,1826,169,4,,Van
1827,1827,183,5,,Rickshaw
1828,1828,13,5,,bike
1829,1829,200,5,,Van
1830,1830,242,5,,Rickshaw
1831,1831,82,3,,bike
1832,1832,54,4,,Van
1833,1833,67,3,,Rickshaw
1834,1834,83,3,,bike
1835,1835,295,5,,Van
1836,1836,77,4,,Rickshaw
1837,1837,82,4,,bike
1838,1838,192,3,,Van
1839,1839,79,4,,Rickshaw
1840,1840,280,4,,bike
1841,1841,70,3,,Van
1842,1842,246,4,,Rickshaw
1843,1843,40,5,,bike
1844,1844,202,3,,Van
1845,1845,226,4,,Rickshaw
1846,1846,256,3,,bike
1847,1847,145,4,,Van
1848,1848,142,5,,Rickshaw
1849,1849,55,3,,bike
1850,1850,107,5,,Van
1851,1851,278,5,,Rickshaw
1852,1852,66,5,,bike
1853,1853,258,4,,Van
1854,1854,265,5,,Rickshaw
1855,1855,299,4,,bike
1856,1856,191,3,,Van
1857,1857,74,5,,Rickshaw
1858,1858,76,5,,bike
1859,1859,25,5,,Van
1860,1860,295,5,,Rickshaw
1861,1861,196,5,,bike
1862,1862,239,4,,Van
1863,1863,16,3,,Rickshaw
1864,1864,197,4,,bike
1865,1865,29,4,,Van
1866,1866,276,3,,Rickshaw
1867,1867,229,5,,bike
1868,1868,42,4,,Van
1869,1869,200,5,,Rickshaw
1870,1870,140,4,,bike
1871,1871,63,4,,Van
1872,1872,1,4,,Rickshaw
1873,1873,183,5,,bike
1874,1874,239,5,,Van
1875,1875,131,4,,Rickshaw
1876,1876,219,3,,bike
1877,1877,32,3,,Van
1878,1878,143,4,,Rickshaw
1879,1879,92,3,,bike
1880,1880,206,3,,Van
1881,1881,62,3,,Rickshaw
1882,1882,43,5,,bike
1883,1883,252,3,,Van
1884,1884,22,4,,Rickshaw
1885,1885,205,3,,bike
1886,1886,96,3,,Van
1887,1887,18,4,,Rickshaw
1888,1888,93,3,,bike
1889,1889,229,5,,Van
1890,1890,37,5,,Rickshaw
1891,1891,72,5,,bike
1892,1892,140,3,,Van
1893,1893,141,5,,Rickshaw
1894,1894,248,4,,bike
1895,1895,172,3,,Van
1896,1896,146,4,,Rickshaw
1897,1897,277,3,,bike
1898,1898,176,5,,Van
1899,1899,150,5,,Rickshaw
1900,1900,71,5,,bike
1901,1901,37,3,,Van
1902,1902,292,3,,Rickshaw
1903,1903,109,3,,bike
1904,1904,145,4,,Van
1905,1905,274,5,,Rickshaw
1906,1906,201,3,,bike
1907,1907,272,3,,Van
1908,1908,243,5,,Rickshaw
1909,1909,289,3,,bike
1910,1910,205,5,,Van
1911,1911,189,4,,Rickshaw
1912,1912,77,5,,bike
1913,1913,202,3,,Van
1914,1914,33,5,,Rickshaw
1915,1915,201,5,,bike
1916,1916,94,3,,Van
1917,1917,97,5,,Rickshaw
1918,1918,17,4,,bike
1919,1919,134,3,,Van
1920,1920,269,4,,Rickshaw
1921,1921,272,3,,bike
1922,1922,173,4,,Van
1923,1923,197,5,,Rickshaw
1924,1924,208,3,,bike
1925,1925,260,3,,Van
1926,1926,71,3,,Rickshaw
1927,1927,136,4,,bike
1928,1928,299,5,,Van
1929,1929,4,4,,Rickshaw
1930,1930,260,5,,bike
1931,1931,214,4,,Van
1932,1932,276,3,,Rickshaw
1933,1933,276,3,,bike
1934,1934,265,3,,Van
1935,1935,45,3,,Rickshaw
1936,1936,285,4,,bike
1937,1937,196,4,,Van
1938,1938,51,3,,Rickshaw
1939,1939,222,4,,bike
1940,1940,139,3,,Van
1941,1941,273,5,,Rickshaw
1942,1942,258,3,,bike
1943,1943,25,3,,Van
1944,1944,120,5,,Rickshaw
1945,1945,71,4,,bike
1946,1946,289,3,,Van
1947,1947,135,4,,Rickshaw
1948,1948,169,3,,bike
1949,1949,150,5,,Van
1950,1950,252,5,,Rickshaw
